Product Id,Product Handle,Product Title,Product Subtitle,Product Description,Product Status,Product Thumbnail,Product Weight,Product Length,Product Width,Product Height,Product Origin Country,Product Material,Product Collection Id,Product Type Id,Product Discountable,Product External Id,Product Created At,Product Deleted At,Product Hs Code,Product Image 1,Product Image 2,Product Image 3,Product Image 4,Product Is Giftcard,Product Mid Code,Product Sales Channel 1,Product Updated At,Variant Id,Variant Title,Variant Sku,Variant Upc,Variant Ean,Variant Hs Code,Variant Mid Code,Variant Manage Inventory,Variant Allow Backorder,Variant Barcode,Variant Created At,Variant Deleted At,Variant Height,Variant Length,Variant Material,Variant Metadata,Variant Option 1 Name,Variant Option 1 Value,Variant Option 2 Name,Variant Option 2 Value,Variant Origin Country,Variant Price EUR,Variant Price USD,Variant Product Id,Variant Updated At,Variant Variant Rank,Variant Weight,Variant Width
prod_01K4DX4RRH91RFESJJWG3W58WR,shorts,Medusa Shorts,,"Reimagine the feeling of classic shorts. With our cotton shorts, everyday essentials no longer have to be ordinary.",published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,400,,,,,,,,true,,2025-09-05T21:39:56.841Z,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png,,,false,,sc_01K4DX43HNE48P3GSFMQFX903S,2025-09-05T21:39:56.841Z,variant_01K4DX4S0T9KPT2MAP4RZ49EVS,L,SHORTS-L,,,,,true,false,,2025-09-05T21:39:57.087Z,,,,,,Size,L,,,,10,15,prod_01K4DX4RRH91RFESJJWG3W58WR,2025-09-05T21:39:57.087Z,0,,
prod_01K4DX4RRH91RFESJJWG3W58WR,shorts,Medusa Shorts,,"Reimagine the feeling of classic shorts. With our cotton shorts, everyday essentials no longer have to be ordinary.",published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,400,,,,,,,,true,,2025-09-05T21:39:56.841Z,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png,,,false,,sc_01K4DX43HNE48P3GSFMQFX903S,2025-09-05T21:39:56.841Z,variant_01K4DX4S0VMR337T5W1SA33B49,XL,SHORTS-XL,,,,,true,false,,2025-09-05T21:39:57.087Z,,,,,,Size,XL,,,,10,15,prod_01K4DX4RRH91RFESJJWG3W58WR,2025-09-05T21:39:57.087Z,0,,
prod_01K4DX4RRHCFC9S2K807ZGD69P,sweatshirt,Medusa Sweatshirt,,"Reimagine the feeling of a classic sweatshirt. With our cotton sweatshirt, everyday essentials no longer have to be ordinary.",published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,400,,,,,,,,true,,2025-09-05T21:39:56.841Z,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-back.png,,,false,,sc_01K4DX43HNE48P3GSFMQFX903S,2025-09-05T21:39:56.841Z,variant_01K4DX4S0NTVW0E3NSAWSG16HX,S,SWEATSHIRT-S,,,,,true,false,,2025-09-05T21:39:57.086Z,,,,,,Size,S,,,,10,15,prod_01K4DX4RRHCFC9S2K807ZGD69P,2025-09-05T21:39:57.086Z,0,,
prod_01K4DX4RRHCFC9S2K807ZGD69P,sweatshirt,Medusa Sweatshirt,,"Reimagine the feeling of a classic sweatshirt. With our cotton sweatshirt, everyday essentials no longer have to be ordinary.",published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,400,,,,,,,,true,,2025-09-05T21:39:56.841Z,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-back.png,,,false,,sc_01K4DX43HNE48P3GSFMQFX903S,2025-09-05T21:39:56.841Z,variant_01K4DX4S0P35EBCA9753ZRD3T2,M,SWEATSHIRT-M,,,,,true,false,,2025-09-05T21:39:57.086Z,,,,,,Size,M,,,,10,15,prod_01K4DX4RRHCFC9S2K807ZGD69P,2025-09-05T21:39:57.086Z,0,,
prod_01K4DX4RRHCFC9S2K807ZGD69P,sweatshirt,Medusa Sweatshirt,,"Reimagine the feeling of a classic sweatshirt. With our cotton sweatshirt, everyday essentials no longer have to be ordinary.",published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,400,,,,,,,,true,,2025-09-05T21:39:56.841Z,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-back.png,,,false,,sc_01K4DX43HNE48P3GSFMQFX903S,2025-09-05T21:39:56.841Z,variant_01K4DX4S0PZTJEGR6664YFXDN8,L,SWEATSHIRT-L,,,,,true,false,,2025-09-05T21:39:57.086Z,,,,,,Size,L,,,,10,15,prod_01K4DX4RRHCFC9S2K807ZGD69P,2025-09-05T21:39:57.086Z,0,,
prod_01K4DX4RRHCFC9S2K807ZGD69P,sweatshirt,Medusa Sweatshirt,,"Reimagine the feeling of a classic sweatshirt. With our cotton sweatshirt, everyday essentials no longer have to be ordinary.",published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,400,,,,,,,,true,,2025-09-05T21:39:56.841Z,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-back.png,,,false,,sc_01K4DX43HNE48P3GSFMQFX903S,2025-09-05T21:39:56.841Z,variant_01K4DX4S0Q7EPTXTY60RZHPRKV,XL,SWEATSHIRT-XL,,,,,true,false,,2025-09-05T21:39:57.086Z,,,,,,Size,XL,,,,10,15,prod_01K4DX4RRHCFC9S2K807ZGD69P,2025-09-05T21:39:57.086Z,0,,
prod_01K4DX4RRHZWG7BQ79H6EMD825,sweatpants,Medusa Sweatpants,,"Reimagine the feeling of classic sweatpants. With our cotton sweatpants, everyday essentials no longer have to be ordinary.",published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,400,,,,,,,,true,,2025-09-05T21:39:56.841Z,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-back.png,,,false,,sc_01K4DX43HNE48P3GSFMQFX903S,2025-09-05T21:39:56.841Z,variant_01K4DX4S0QF9SEHRN83DDGM0GF,S,SWEATPANTS-S,,,,,true,false,,2025-09-05T21:39:57.086Z,,,,,,Size,S,,,,10,15,prod_01K4DX4RRHZWG7BQ79H6EMD825,2025-09-05T21:39:57.086Z,0,,
prod_01K4DX4RRHZWG7BQ79H6EMD825,sweatpants,Medusa Sweatpants,,"Reimagine the feeling of classic sweatpants. With our cotton sweatpants, everyday essentials no longer have to be ordinary.",published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,400,,,,,,,,true,,2025-09-05T21:39:56.841Z,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-back.png,,,false,,sc_01K4DX43HNE48P3GSFMQFX903S,2025-09-05T21:39:56.841Z,variant_01K4DX4S0RDB9C563YQFYJZ8ZD,M,SWEATPANTS-M,,,,,true,false,,2025-09-05T21:39:57.086Z,,,,,,Size,M,,,,10,15,prod_01K4DX4RRHZWG7BQ79H6EMD825,2025-09-05T21:39:57.086Z,0,,
prod_01K4DX4RRHZWG7BQ79H6EMD825,sweatpants,Medusa Sweatpants,,"Reimagine the feeling of classic sweatpants. With our cotton sweatpants, everyday essentials no longer have to be ordinary.",published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,400,,,,,,,,true,,2025-09-05T21:39:56.841Z,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-back.png,,,false,,sc_01K4DX43HNE48P3GSFMQFX903S,2025-09-05T21:39:56.841Z,variant_01K4DX4S0RHYRKYH608A2XNPR9,L,SWEATPANTS-L,,,,,true,false,,2025-09-05T21:39:57.086Z,,,,,,Size,L,,,,10,15,prod_01K4DX4RRHZWG7BQ79H6EMD825,2025-09-05T21:39:57.086Z,0,,
prod_01K4DX4RRHZWG7BQ79H6EMD825,sweatpants,Medusa Sweatpants,,"Reimagine the feeling of classic sweatpants. With our cotton sweatpants, everyday essentials no longer have to be ordinary.",published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,400,,,,,,,,true,,2025-09-05T21:39:56.841Z,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-back.png,,,false,,sc_01K4DX43HNE48P3GSFMQFX903S,2025-09-05T21:39:56.841Z,variant_01K4DX4S0S0C0903J48JGQM3K5,XL,SWEATPANTS-XL,,,,,true,false,,2025-09-05T21:39:57.087Z,,,,,,Size,XL,,,,10,15,prod_01K4DX4RRHZWG7BQ79H6EMD825,2025-09-05T21:39:57.087Z,0,,
