Product Id,Product Handle,Product Title,Product Subtitle,Product Description,Product Status,Product Thumbnail,Product Weight,Product Length,Product Width,Product Height,Product Origin Country,Product Material,Product Collection Id,Product Type Id,Product Discountable,Product External Id,Product Created At,Product Deleted At,Product Hs Code,Product Image 1,Product Image 2,Product Image 3,Product Image 4,Product Is Giftcard,Product Mid Code,Product Sales Channel 1,Product Updated At,Variant Id,Variant Title,Variant Sku,Variant Upc,Variant Ean,Variant Hs Code,Variant Mid Code,Variant Manage Inventory,Variant Allow Backorder,Variant Barcode,Variant Created At,Variant Deleted At,Variant Height,Variant Length,Variant Material,Variant Metadata,Variant Option 1 Name,Variant Option 1 Value,Variant Option 2 Name,Variant Option 2 Value,Variant Origin Country,Variant Price EGP,Variant Price EUR,Variant Price Europe [EGP],Variant Price USD,Variant Product Id,Variant Updated At,Variant Variant Rank,Variant Weight,Variant Width
prod_01K5SFRSXNM6ABFC470DPXQ6VW,t-shirt,Medusa T-Shirt,,"Reimagine the feeling of a classic T-shirt. With our cotton T-shirts, everyday essentials no longer have to be ordinary.",published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,400,,,,,,,,true,,2025-09-22T19:52:48.316Z,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png,false,,sc_01K5SFRSJP3WZCD9RF5158BYC3,2025-09-22T19:52:48.316Z,variant_01K5SFRT08X3Q1P8CBYQGMQNN6,S / White,SHIRT-S-WHITE,,,,,true,false,,2025-09-22T19:52:48.396Z,,,,,,Size,S,Color,White,,,10,,15,prod_01K5SFRSXNM6ABFC470DPXQ6VW,2025-09-22T19:52:48.396Z,0,,
prod_01K5SFRSXNM6ABFC470DPXQ6VW,t-shirt,Medusa T-Shirt,,"Reimagine the feeling of a classic T-shirt. With our cotton T-shirts, everyday essentials no longer have to be ordinary.",published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,400,,,,,,,,true,,2025-09-22T19:52:48.316Z,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png,false,,sc_01K5SFRSJP3WZCD9RF5158BYC3,2025-09-22T19:52:48.316Z,variant_01K5SFRT091Y7N0BTEQNH1DC4M,XL / Black,SHIRT-XL-BLACK,,,,,true,false,,2025-09-22T19:52:48.396Z,,,,,,Size,XL,Color,Black,,,10,,15,prod_01K5SFRSXNM6ABFC470DPXQ6VW,2025-09-22T19:52:48.396Z,0,,
prod_01K5SFRSXNM6ABFC470DPXQ6VW,t-shirt,Medusa T-Shirt,,"Reimagine the feeling of a classic T-shirt. With our cotton T-shirts, everyday essentials no longer have to be ordinary.",published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,400,,,,,,,,true,,2025-09-22T19:52:48.316Z,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png,false,,sc_01K5SFRSJP3WZCD9RF5158BYC3,2025-09-22T19:52:48.316Z,variant_01K5SFRT09EWQSCPJGMN10HF9Z,L / White,SHIRT-L-WHITE,,,,,true,false,,2025-09-22T19:52:48.396Z,,,,,,Size,L,Color,White,,,10,,15,prod_01K5SFRSXNM6ABFC470DPXQ6VW,2025-09-22T19:52:48.396Z,0,,
prod_01K5SFRSXNM6ABFC470DPXQ6VW,t-shirt,Medusa T-Shirt,,"Reimagine the feeling of a classic T-shirt. With our cotton T-shirts, everyday essentials no longer have to be ordinary.",published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,400,,,,,,,,true,,2025-09-22T19:52:48.316Z,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png,false,,sc_01K5SFRSJP3WZCD9RF5158BYC3,2025-09-22T19:52:48.316Z,variant_01K5SFRT09TEVVM651QPH6BXBC,L / Black,SHIRT-L-BLACK,,,,,true,false,,2025-09-22T19:52:48.396Z,,,,,,Size,L,Color,Black,,,10,,15,prod_01K5SFRSXNM6ABFC470DPXQ6VW,2025-09-22T19:52:48.396Z,0,,
prod_01K5SFRSXNM6ABFC470DPXQ6VW,t-shirt,Medusa T-Shirt,,"Reimagine the feeling of a classic T-shirt. With our cotton T-shirts, everyday essentials no longer have to be ordinary.",published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,400,,,,,,,,true,,2025-09-22T19:52:48.316Z,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png,false,,sc_01K5SFRSJP3WZCD9RF5158BYC3,2025-09-22T19:52:48.316Z,variant_01K5SFRT09V9JK8WPK1CP88CDK,XL / White,SHIRT-XL-WHITE,,,,,true,false,,2025-09-22T19:52:48.396Z,,,,,,Size,XL,Color,White,,,10,,15,prod_01K5SFRSXNM6ABFC470DPXQ6VW,2025-09-22T19:52:48.396Z,0,,
prod_01K5SFRSXNM6ABFC470DPXQ6VW,t-shirt,Medusa T-Shirt,,"Reimagine the feeling of a classic T-shirt. With our cotton T-shirts, everyday essentials no longer have to be ordinary.",published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,400,,,,,,,,true,,2025-09-22T19:52:48.316Z,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png,false,,sc_01K5SFRSJP3WZCD9RF5158BYC3,2025-09-22T19:52:48.316Z,variant_01K5SFRT09X53P04S685BP54BY,M / White,SHIRT-M-WHITE,,,,,true,false,,2025-09-22T19:52:48.396Z,,,,,,Size,M,Color,White,,,10,,15,prod_01K5SFRSXNM6ABFC470DPXQ6VW,2025-09-22T19:52:48.396Z,0,,
prod_01K5SFRSXNYZTSWK0QCJGSP3G4,shorts,Medusa Shorts,,"Reimagine the feeling of classic shorts. With our cotton shorts, everyday essentials no longer have to be ordinary.",published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,400,,,,,,,,true,,2025-09-22T19:52:48.317Z,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png,,,false,,sc_01K5SFRSJP3WZCD9RF5158BYC3,2025-09-22T19:52:48.317Z,variant_01K5SFRT0B5ZZN9RRQBAFVCPCV,M,SHORTS-M,,,,,true,false,,2025-09-22T19:52:48.397Z,,,,,,Size,M,,,,,10,,15,prod_01K5SFRSXNYZTSWK0QCJGSP3G4,2025-09-22T19:52:48.397Z,0,,
prod_01K5SFRSXNYZTSWK0QCJGSP3G4,shorts,Medusa Shorts,,"Reimagine the feeling of classic shorts. With our cotton shorts, everyday essentials no longer have to be ordinary.",published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,400,,,,,,,,true,,2025-09-22T19:52:48.317Z,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png,,,false,,sc_01K5SFRSJP3WZCD9RF5158BYC3,2025-09-22T19:52:48.317Z,variant_01K5SFRT0BCPHNH14DNY6MC34N,L,SHORTS-L,,,,,true,false,,2025-09-22T19:52:48.397Z,,,,,,Size,L,,,,,10,,15,prod_01K5SFRSXNYZTSWK0QCJGSP3G4,2025-09-22T19:52:48.397Z,0,,
prod_01K5SFRSXNYZTSWK0QCJGSP3G4,shorts,Medusa Shorts,,"Reimagine the feeling of classic shorts. With our cotton shorts, everyday essentials no longer have to be ordinary.",published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,400,,,,,,,,true,,2025-09-22T19:52:48.317Z,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png,,,false,,sc_01K5SFRSJP3WZCD9RF5158BYC3,2025-09-22T19:52:48.317Z,variant_01K5SFRT0BKKC4WACEGF1V5H9W,S,SHORTS-S,,,,,true,false,,2025-09-22T19:52:48.397Z,,,,,,Size,S,,,,,10,,15,prod_01K5SFRSXNYZTSWK0QCJGSP3G4,2025-09-22T19:52:48.397Z,0,,
prod_01K5SFRSXNYZTSWK0QCJGSP3G4,shorts,Medusa Shorts,,"Reimagine the feeling of classic shorts. With our cotton shorts, everyday essentials no longer have to be ordinary.",published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,400,,,,,,,,true,,2025-09-22T19:52:48.317Z,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png,,,false,,sc_01K5SFRSJP3WZCD9RF5158BYC3,2025-09-22T19:52:48.317Z,variant_01K5SFRT0BP3H11ZN7WS7TGR1S,XL,SHORTS-XL,,,,,true,false,,2025-09-22T19:52:48.397Z,,,,,,Size,XL,,,,,10,,15,prod_01K5SFRSXNYZTSWK0QCJGSP3G4,2025-09-22T19:52:48.397Z,0,,
